Time,Mean Range
2024-01-08 16:11:26.521724,inf
2024-01-08 16:11:27.523017,inf
2024-01-08 16:11:28.525753,inf
2024-01-08 16:11:29.526054,inf
2024-01-08 16:11:30.527032,inf
2024-01-08 16:11:31.527147,0.29413334727287294
2024-01-08 16:19:47.490697,0.3308000147342682
2024-01-08 16:19:48.490739,inf
2024-01-08 16:19:49.490913,inf
2024-01-08 16:19:50.491259,inf
2024-01-08 16:19:51.491334,inf
2024-01-08 16:19:52.491528,inf
2024-01-08 16:19:53.493970,inf
2024-01-08 16:19:54.494244,inf
2024-01-08 16:19:55.494286,inf
2024-01-08 16:19:56.494379,inf
2024-01-08 16:19:57.494638,inf
2024-01-08 16:19:58.495348,inf
2024-01-08 16:19:59.495818,inf
2024-01-08 16:20:00.496091,inf
2024-01-08 16:20:01.497126,inf
2024-01-08 16:20:02.497204,inf
2024-01-08 16:20:03.497768,inf
2024-01-08 16:20:04.498181,inf
2024-01-08 16:20:05.498548,inf
2024-01-08 16:20:06.498911,inf
2024-01-08 16:20:07.498985,inf
2024-01-08 16:20:08.499639,inf
2024-01-08 16:20:09.499846,inf
2024-01-08 16:20:10.500071,inf
2024-01-08 16:20:11.500087,inf
2024-01-08 16:20:12.500235,inf
2024-01-08 16:20:13.501202,inf
2024-01-08 16:20:14.501577,inf
2024-01-08 16:20:15.501899,inf
2024-01-08 16:20:16.501976,inf
2024-01-08 16:20:17.501982,inf
2024-01-08 16:20:18.502343,inf
2024-01-08 16:20:19.502691,inf
2024-01-08 16:20:20.502746,inf
2024-01-08 16:20:21.502804,inf
2024-01-08 16:20:22.503186,inf
2024-01-08 16:20:23.503345,inf
2024-01-08 16:20:24.503589,inf
2024-01-08 16:20:25.503691,inf
2024-01-08 16:20:26.504026,inf
2024-01-08 16:20:27.504118,inf
2024-01-08 16:20:28.504614,inf
2024-01-08 16:20:29.504963,inf
2024-01-08 16:20:30.505362,inf
2024-01-08 16:20:31.505510,inf
2024-01-08 16:20:32.505572,inf
2024-01-08 16:20:33.505609,inf
2024-01-08 16:20:34.505948,inf
2024-01-08 16:20:35.506475,inf
2024-01-08 16:20:36.506667,inf
2024-01-08 16:20:37.506749,inf
2024-01-08 16:20:38.506806,inf
2024-01-08 16:20:39.507139,inf
2024-01-08 16:20:40.507529,inf
2024-01-08 16:20:41.507647,inf
2024-01-08 16:20:42.508364,inf
2024-01-08 16:20:43.508746,inf
2024-01-08 16:20:44.508802,inf
2024-01-08 16:20:45.509175,inf
2024-01-08 16:20:46.509411,inf
2024-01-08 16:20:47.509877,inf
2024-01-08 16:20:48.510156,inf
2024-01-08 16:20:49.510966,inf
2024-01-08 16:20:50.511541,inf
2024-01-08 16:20:51.511750,inf
2024-01-08 16:20:52.511845,inf
2024-01-08 16:20:53.512040,inf
2024-01-08 16:20:54.512593,inf
2024-01-08 16:20:55.513208,inf
2024-01-08 16:20:56.513601,inf
2024-01-08 16:20:57.513766,inf
2024-01-08 16:20:58.514060,inf
2024-01-08 16:20:59.514553,inf
2024-01-08 16:21:00.514831,inf
2024-01-08 16:21:01.515215,inf
2024-01-08 16:21:02.515409,inf
2024-01-08 16:21:03.515894,inf
2024-01-08 16:21:04.516062,inf
2024-01-08 16:21:05.516384,0.23333334426085153
2024-01-08 16:21:06.516677,inf
2024-01-08 16:21:07.517166,inf
2024-01-08 16:21:08.517282,inf
2024-01-08 16:21:09.517494,inf
2024-01-08 16:21:10.517674,inf
2024-01-08 16:21:11.517940,inf
2024-01-08 16:21:12.518152,inf
2024-01-08 16:21:13.518252,inf
2024-01-08 16:21:14.518401,inf
2024-01-08 16:21:15.518672,inf
2024-01-08 16:21:16.518730,inf
2024-01-08 16:21:17.518920,inf
2024-01-08 16:21:18.519091,inf
2024-01-08 16:21:19.519352,inf
2024-01-08 16:21:20.519418,inf
2024-01-08 16:21:21.519608,0.22946667770544688
2024-01-08 16:21:22.520014,0.617733367284139
2024-01-08 16:21:23.520556,0.5184666832288106
2024-01-08 16:21:24.520594,0.21806667745113373
2024-01-08 16:21:25.520684,inf
2024-01-08 16:21:26.520759,inf
2024-01-08 16:21:27.521070,inf
2024-01-08 16:21:28.521644,inf
2024-01-08 16:21:29.521725,inf
2024-01-08 16:21:30.521907,inf
2024-01-08 16:21:31.525895,inf
2024-01-08 16:21:32.526155,inf
2024-01-08 16:21:33.526201,inf
2024-01-08 16:21:34.526513,inf
2024-01-08 16:21:35.527198,inf
2024-01-08 16:21:36.528506,inf
2024-01-08 16:21:37.529730,inf
2024-01-08 16:21:38.529928,inf
2024-01-08 16:21:39.530255,inf
2024-01-08 16:21:40.530494,inf
2024-01-08 16:21:41.530632,inf
2024-01-08 16:21:42.531258,inf
2024-01-08 16:21:43.531525,inf
2024-01-08 16:21:44.531823,inf
2024-01-08 16:21:45.532192,inf
2024-01-08 16:21:46.532639,inf
2024-01-08 16:21:47.532835,inf
2024-01-08 16:21:48.533737,inf
2024-01-08 16:21:49.533833,inf
2024-01-08 16:21:50.534005,inf
2024-01-08 16:21:51.535981,inf
2024-01-08 16:21:52.536235,inf
2024-01-08 16:21:53.536904,inf
2024-01-08 16:21:54.537261,inf
2024-01-08 16:21:55.537554,inf
2024-01-08 16:21:56.537879,inf
2024-01-08 16:21:57.538252,inf
2024-01-08 16:21:58.538292,inf
2024-01-08 16:21:59.538898,inf
2024-01-08 16:22:00.539089,inf
2024-01-08 16:22:01.539326,inf
2024-01-08 16:22:02.539448,inf
2024-01-08 16:22:03.539800,0.20220000843207042
2024-01-08 16:22:04.539803,0.2780666788419088
2024-01-08 16:22:05.540050,0.26560001969337466
2024-01-08 16:22:06.540533,0.24473334352175394
2024-01-08 16:22:07.540716,0.2627333472172419
2024-01-08 16:22:08.541184,0.2756000131368637
2024-01-08 16:22:09.541548,0.27006667653719585
2024-01-08 16:22:10.541576,0.28300001422564186
2024-01-08 16:22:11.541971,0.28160001436869303
2024-01-08 16:22:12.542028,0.28580001592636106
2024-01-08 16:22:13.542080,0.27926667730013527
2024-01-08 16:22:14.542232,0.2544666796922684
2024-01-08 16:22:15.542259,0.28126668334007265
2024-01-08 16:22:16.542484,0.23186667760213217
2024-01-08 16:22:17.542532,inf
2024-01-08 16:22:18.542644,inf
2024-01-08 16:22:19.542699,inf
2024-01-08 16:22:20.542759,inf
2024-01-08 16:22:21.543523,inf
2024-01-08 16:22:22.544140,inf
2024-01-08 16:22:23.544370,inf
2024-01-08 16:22:24.544670,inf
2024-01-08 16:22:25.544781,inf
2024-01-08 16:22:26.545059,inf
2024-01-08 16:22:27.545375,inf
2024-01-08 16:22:28.545725,inf
2024-01-08 16:22:29.546084,inf
2024-01-08 16:22:30.546222,inf
2024-01-08 16:22:31.547886,inf
2024-01-08 16:22:32.548252,inf
2024-01-08 16:22:33.548627,inf
2024-01-08 16:22:34.548629,inf
2024-01-08 16:22:35.549187,inf
2024-01-08 16:22:36.549345,inf
2024-01-08 16:22:37.550038,inf
2024-01-08 16:22:38.550519,inf
2024-01-08 16:22:39.550594,inf
2024-01-08 16:22:40.550867,inf
2024-01-08 16:22:41.550934,inf
2024-01-08 16:22:42.551173,inf
2024-01-08 16:22:43.551249,inf
2024-01-08 16:22:44.551288,inf
2024-01-08 16:22:45.551596,inf
2024-01-08 16:22:46.552230,inf
2024-01-08 16:22:47.552233,inf
2024-01-08 16:22:48.552282,inf
2024-01-08 16:22:49.552499,inf
2024-01-08 16:22:50.552915,inf
2024-01-08 16:22:51.553177,inf
2024-01-08 16:22:52.553446,inf
2024-01-08 16:22:53.553607,inf
2024-01-08 16:22:54.553647,inf
2024-01-08 16:22:55.554251,inf
2024-01-08 16:22:56.554487,0.6637333631515503
2024-01-08 16:22:57.554599,inf
2024-01-08 16:22:58.554701,inf
2024-01-08 16:22:59.555103,inf
2024-01-08 16:23:00.555104,inf
2024-01-08 16:23:01.555113,inf
2024-01-08 16:23:02.555778,0.4575333555539449
2024-01-08 16:23:03.555784,inf
2024-01-08 16:23:04.555912,inf
2024-01-08 16:23:05.557351,inf
2024-01-08 16:23:06.557457,inf
2024-01-08 16:23:07.557787,inf
2024-01-08 16:23:08.558002,inf
2024-01-08 16:23:09.558535,inf
2024-01-08 16:23:10.559265,0.5481333533922831
2024-01-08 16:23:11.559352,0.21200001041094463
2024-01-08 16:23:12.559385,inf
2024-01-08 16:23:13.559678,inf
2024-01-08 16:23:14.559915,inf
2024-01-08 16:23:15.560386,inf
2024-01-08 16:23:16.560420,inf
2024-01-08 16:23:17.560776,0.06500000283122062
2024-01-08 16:23:18.560782,inf
2024-01-08 16:23:19.560920,inf
2024-01-08 16:23:20.561319,inf
2024-01-08 16:23:21.561362,inf
2024-01-08 16:23:22.561503,inf
2024-01-08 16:23:23.561598,inf
2024-01-08 16:23:24.561787,inf
2024-01-08 16:23:25.562672,inf
2024-01-08 16:23:26.562838,inf
2024-01-08 16:23:27.563112,inf
2024-01-08 16:23:28.563152,inf
2024-01-08 16:23:29.563368,inf
2024-01-08 16:23:30.563765,inf
2024-01-08 16:23:31.563888,inf
2024-01-08 16:23:32.564110,inf
2024-01-08 16:23:33.564115,inf
2024-01-08 16:23:34.564212,inf
2024-01-08 16:23:35.564404,inf
2024-01-08 16:23:36.564563,inf
2024-01-08 16:23:37.564672,inf
2024-01-08 16:23:38.564991,inf
2024-01-08 16:23:39.565466,inf
2024-01-08 16:23:40.567190,inf
2024-01-08 16:23:41.567608,inf
2024-01-08 16:23:42.567711,inf
2024-01-08 16:23:43.568528,inf
2024-01-08 16:23:44.568600,inf
2024-01-08 16:23:45.569026,inf
2024-01-08 16:23:46.569357,inf
2024-01-08 16:23:47.569598,inf
2024-01-08 16:23:48.569904,inf
2024-01-08 16:23:49.570178,inf
2024-01-08 16:23:50.570358,inf
2024-01-08 16:23:51.570423,inf
2024-01-08 16:23:52.570690,inf
2024-01-08 16:23:53.570723,inf
2024-01-08 16:23:54.570875,inf
2024-01-08 16:23:55.570890,inf
2024-01-08 16:23:56.571025,inf
2024-01-08 16:23:57.571451,inf
2024-01-08 16:23:58.571575,inf
2024-01-08 16:23:59.571839,inf
2024-01-08 16:24:00.571887,inf
2024-01-08 16:24:01.571965,inf
2024-01-08 16:24:02.572184,inf
2024-01-08 16:24:03.572186,inf
2024-01-08 16:24:04.572876,inf
2024-01-08 16:24:05.573131,inf
2024-01-08 16:24:06.573934,inf
2024-01-08 16:24:07.573979,inf
2024-01-08 16:24:08.574918,inf
2024-01-08 16:24:09.575118,inf
2024-01-08 16:24:10.575523,inf
2024-01-08 16:24:11.575712,inf
2024-01-08 16:24:12.575748,inf
2024-01-08 16:24:13.575765,inf
2024-01-08 16:24:14.576872,inf
