INFO:root:Serial port /dev/ttyACM0 opened successfully.
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:40.399   34.695872111  -82.794785989  2736.4027   5   5  74.4441 187.4160 314.9649   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:40.599   34.695888132  -82.794778960  2733.4832   5   5  74.3182 187.0893 314.4225   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:40.599   34.695888132  -82.794778960  2733.4832   5   5  74.3182 187.0893 314.4225   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:40.799   34.695896943  -82.794775191  2731.8978   5   5  74.1925 186.7630 313.8808   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:40.799   34.695896943  -82.794775191  2731.8978   5   5  74.1925 186.7630 313.8808   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:40.999   34.695906232  -82.794771190  2730.2328   5   5  74.0677 186.4390 313.3430   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:40.999   34.695906232  -82.794771190  2730.2328   5   5  74.0677 186.4390 313.3430   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:41.199   34.695907065  -82.794770847  2730.0977   5   5  73.9427 186.1145 312.8043   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:41.199   34.695907065  -82.794770847  2730.0977   5   5  73.9427 186.1145 312.8043   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:41.399   34.695909061  -82.794770119  2729.7554   5   5  73.8187 185.7927 312.2701   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:41.399   34.695909061  -82.794770119  2729.7554   5   5  73.8187 185.7927 312.2701   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:41.599   34.695899345  -82.794775075  2731.5797   5   5  73.6940 185.4691 311.7332   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:41.599   34.695899345  -82.794775075  2731.5797   5   5  73.6940 185.4691 311.7332   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:41.799   34.695896757  -82.794776428  2732.0815   5   5  73.5713 185.1504 311.2044   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:41.799   34.695896757  -82.794776428  2732.0815   5   5  73.5713 185.1504 311.2044   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:41.999   34.695903682  -82.794773194  2730.8002   5   5  73.4493 184.8337 310.6785   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:41.999   34.695903682  -82.794773194  2730.8002   5   5  73.4493 184.8337 310.6785   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:42.199   34.695921353  -82.794764616  2727.4731   5   5  73.3280 184.5185 310.1553   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:42.199   34.695921353  -82.794764616  2727.4731   5   5  73.3280 184.5185 310.1553   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:42.399   34.695937552  -82.794756617  2724.4101   5   5  73.2061 184.2021 309.6299   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:42.399   34.695937552  -82.794756617  2724.4101   5   5  73.2061 184.2021 309.6299   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Received raw data: 2024/01/08 05:48:42.599   34.695961315  -82.794745193  2719.9001   5   5  73.0855 183.8886 309.1094   0.0000   0.0000   0.0000   0.00    0.0
DEBUG:root:Ignoring non-GPGGA sentence: 2024/01/08 05:48:42.599   34.695961315  -82.794745193  2719.9001   5   5  73.0855 183.8886 309.1094   0.0000   0.0000   0.0000   0.00    0.0
